Sample_ID,tissue_source_site,patient_id,Cancer_Type,Sample_Type,SetID,X1433EPSILON,X4EBP1,X4EBP1_pS65,X4EBP1_pT37T46,X53BP1,ACC_pS79,ACC1,AKT,AKT_pS473,AKT_pT308,AMPKALPHA,AMPKALPHA_pT172,AR,ASNS,ATM,BAK,BAX,BCL2,BCLXL,BECLIN,BETACATENIN,BID,BIM,CJUN_pS73,CKIT,CMET_pY1235,CMYC,CRAF,CRAF_pS338,CASPASE7CLEAVEDD198,CAVEOLIN1,CD31,CD49B,CDK1,CHK1,CHK1_pS345,CHK2,CHK2_pT68,CIAP,CLAUDIN7,COLLAGENVI,CYCLINB1,CYCLIND1,CYCLINE1,DJ1,DVL3,ECADHERIN,EEF2,EEF2K,EGFR,EGFR_pY1068,EGFR_pY1173,EIF4E,ERALPHA,ERALPHA_pS118,ERK2,FIBRONECTIN,FOXO3A,GAB2,GATA3,GSK3ALPHABETA,GSK3ALPHABETA_pS21S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK_pT183Y185,JNK2,KU80,LCK,LKB1,MAPK_pT202Y204,MEK1,MEK1_pS217S221,MIG6,MRE11,MTOR,MTOR_pS2448,NCADHERIN,NFKBP65_pS536,NF2,NOTCH1,PCADHERIN,P27,P27_pT157,P38MAPK,P38_pT180Y182,P53,P70S6K1,P70S6K_pT389,P90RSK_pT359S363,PAI1,PAXILLIN,PCNA,PDK1_pS241,PEA15,PI3KP110ALPHA,PKCALPHA,PKCALPHA_pS657,PKCDELTA_pS664,PR,PRAS40_pT246,PTEN,RAD50,RAD51,RB_pS807S811,S6,S6_pS235S236,S6_pS240S244,SHC_pY317,SMAD1,SMAD3,SMAD4,SRC,SRC_pY416,SRC_pY527,STAT3_pY705,STAT5ALPHA,STATHMIN,SYK,TUBERIN,VEGFR2,XRCC1,YAP,YAP_pS127,YB1,YB1_pS102,X4EBP1_pT70,ARAF_pS299,ANNEXINVII,ARID1A,BRAF,BAD_pS112,BAP1C4,BRCA2,CD20,CYCLINE2,ETS1,EIF4G,FASN,FOXO3A_pS318S321,FOXM1,G6PD,GAPDH,GSK3_pS9,HEREGULIN,MYH11,MYOSINIIA_pS1943,NRAS,NDRG1_pT346,P21,P27_pT198,P90RSK,PDCD4,PDK1,PEA15_pS116,PI3KP85,PKCPANBETAII_pS660,PRDX1,RAB11,RAB25,RAPTOR,RBM15,RICTOR,RICTOR_pT1135,SCD1,SF2,TAZ,TIGAR,TRANSGLUTAMINASE,TFRC,TSC1,TUBERIN_pT1462,EPPK1,XBP1,ACETYLATUBULINLYS40,P62LCKLIGAND,X1433BETA,X1433ZETA,ACVRL1,DIRAS3,ANNEXIN1,PREX1,ADAR1,JAB1,CMET,CASPASE8,ERCC1,MSH2,MSH6,PARPCLEAVED,RB,SETD2,SMAC,SNAIL,BRD4,CDK1_pY15,ARAF,BRAF_pS445,BCL2A1,CABL,CASPASE3,CD26,CHK1_pS296,COG3,DUSP4,ERCC5,IGF1R_pY1135Y1136,IRF1,JAK2,P16INK4A,SHP2_pY542,PDL1
TCGA-L5-A4OQ-01A-21-A41X-20,L5,A4OQ,ESCA,Primary,91,0.067204,-0.31606,-0.39928,-0.0976,-1.3084,0.14748,0.24232,-0.69225,-0.10577,-0.35165,-0.16413,0.50875,-1.9872,0.47095,-0.28935,-1.0622,-0.52727,-0.33896,-0.30223,0.51537,-0.7842,-0.21429,-0.47543,-0.074745,0.39115,0.019892,0.74191,-0.28697,-0.16477,1.529,1.0665,0.44718,0.80803,0.11385,-0.52546,-0.42774,1.1193,0.46879,0.10156,0.39715,-0.33095,-0.15134,-0.01913,0.43261,-0.19034,-1.1461,-0.77341,-0.30787,-1.6796,-0.22942,0.1619,-0.23644,0.126,-1.1811,-0.83871,-0.58644,-0.37653,0.31656,-0.86369,-0.66031,-0.14354,0.18747,-0.69522,-0.086468,-0.4307,0.13308,-0.84055,0.6083,0.62626,0.49764,0.0015717,-0.122,-1.2511,0.31647,0.12981,0.45392,0.081185,0.76022,0.2652,0.60903,-0.35441,-0.08432,0.29488,0.27189,-0.79064,0.10395,0.31366,0.14939,-0.18031,0.17694,0.96477,0.51162,-0.69389,0.77293,0.38619,0.52925,-2.9874,0.078252,0.00032475,-0.62388,0.066996,0.43029,0.65116,0.061701,-0.018765,-0.28909,-0.062454,-0.15046,2.3523,-0.13828,-1.9639,-0.093005,-0.82434,0.30556,-0.33422,-0.12649,0.11581,0.39166,1.7101,1.2048,0.36222,-0.55705,0.38597,-0.25504,-0.45146,0.10369,-0.32924,-0.30483,0.094519,-0.1609,0.0089231,0.10616,-0.090916,0.097295,0.096831,-0.91102,-0.53172,-0.69044,0.14249,-0.25256,-0.69023,-0.22995,-0.34734,-0.084836,0.60504,0.21026,0.26222,-1.7491,-0.010863,0.56875,-0.14713,-0.42176,0.27206,2.2408,-0.7433,-0.19717,0.1827,0.071317,-0.019713,-0.20477,-0.23345,-0.032032,0.085427,-0.10727,1.1,-0.28717,-1.2513,0.57902,0.48091,3.9569,-0.10809,-0.1591,0.87067,-0.19333,-0.92208,0.1472,-0.19424,0.067656,1.0512,-1.4053,0.1156,0.30625,-0.16022,0.33831,0.012799,0.19741,0.43299,0.05533,0.41903,5.7575,4.7055,-0.66849,0.22612,-0.98264,4.6172,4.5199,4.8804,3.0991,6.1612,-0.84981,0.34972,0.25835,0.072435,0.12503,0.040461,0.063626,-0.28169,0.17268,-0.3963,1.1977,-0.77207,0.37164,-0.078229,-0.61338,0.80211,0.42691,0.5523
TCGA-LN-A4MQ-01A-21-A41X-20,LN,A4MQ,ESCA,Primary,91,0.063933,-0.31091,0.15188,-0.061186,-0.43395,0.26675,0.1758,0.31428,0.79591,0.86522,-0.032942,0.58428,-1.8196,0.38677,-0.10474,-0.73574,-0.59695,-0.22774,-0.54186,0.15672,-0.36035,-0.26386,-0.081462,-0.43109,0.39979,-0.0077129,-0.528,-0.14181,-0.12078,0.14514,2.178,0.073813,0.61685,0.20894,-0.56695,-0.30764,-0.062711,0.36227,0.052545,-0.31113,-0.11026,0.18451,0.094326,0.32293,0.065037,-0.76396,-0.4072,-0.60803,-0.99592,0.13623,0.07109,-0.10825,-0.023119,-1.7169,-0.85301,-0.043784,0.65702,0.093065,-0.99654,-1.0444,0.42007,0.4868,-0.18424,-0.27946,-0.74815,0.14179,-1.0403,0.65533,-0.33261,0.10142,-0.27788,0.11052,-0.24413,0.10484,0.027565,0.017625,0.38006,0.66341,0.16112,0.43489,-0.0049451,0.084549,0.12116,-0.015271,-0.49538,0.26907,0.078646,-0.081931,-0.10807,0.30344,0.67241,0.86613,-0.84689,-4.97E-05,-0.18413,1.0813,-1.3222,0.32864,-0.1585,-0.11031,0.67049,0.59632,0.74426,-0.16977,-0.066199,0.03251,-0.96978,-0.063813,0.58257,-0.59082,-1.5296,-0.46107,-1.2285,-0.033666,-0.16656,-0.11021,-0.052268,-0.014666,-0.41601,0.37999,0.30404,-0.65985,0.26146,-0.054727,-0.35838,-0.037063,0.022731,-0.22543,0.028742,-0.26777,0.08948,0.18043,0.019971,0.14721,0.3691,-0.58242,-0.11938,-0.42924,-0.28227,-0.209,-0.47909,-0.22669,0.30092,-0.026787,0.3811,0.37222,1.1328,-0.65121,0.49605,-0.061574,0.10965,-1.9187,0.13604,2.6345,-0.45733,-0.36564,-0.012645,-0.64876,-0.071762,-0.43517,0.12997,-0.067889,0.45471,-0.29368,0.060332,-0.05278,-2.099,3.8793,0.65331,-0.077577,-0.083608,0.27303,-0.48632,0.031688,1.4323,0.60352,0.22536,0.96563,1.7742,-1.5496,1.1935,0.10806,0.077376,0.32764,0.39785,0.42349,-0.31096,0.089063,0.17169,-0.1302,-0.048535,-0.89095,0.59459,0.19617,0.03411,-0.30328,0.12681,-0.68359,-0.24655,-0.20355,0.4634,0.38175,0.18,-0.20343,0.15433,-0.086242,0.062148,-0.14098,-0.4929,-0.075387,-0.75504,0.30574,0.1724,-0.48934,0.83811,0.068554,0.26753
TCGA-LN-A4MR-01A-21-A41X-20,LN,A4MR,ESCA,Primary,91,0.17739,0.51886,-0.1597,-0.073206,-0.79188,0.28816,0.2877,-0.27943,-0.63922,-0.6674,-0.1349,0.64499,-1.2926,0.34117,-0.18468,-0.18323,-0.62971,-0.46878,-0.54132,-0.062489,-0.61078,-0.38529,-0.35562,-0.0091077,0.10077,0.020037,-0.2826,-0.15708,0.034908,2.4302,0.90355,0.19399,0.35311,-0.12517,-0.35934,0.051051,-0.15545,0.5191,-0.007339,0.47075,-0.047739,0.637,-0.10751,-0.23989,-0.56188,-0.17805,-0.4027,0.042522,-0.90293,0.94892,0.93976,0.052142,0.28952,-1.5614,-0.55051,-0.24892,0.73886,0.31658,-0.91295,-0.79554,0.05012,-0.30377,-0.4954,0.0019162,-0.28699,0.37128,-0.88993,0.17946,0.27384,0.42383,-0.14156,-0.19125,-0.62145,0.084541,0.034728,-0.32959,0.56317,0.57993,0.18868,0.43596,-0.047346,-0.1624,0.20264,-0.0063062,-0.19301,0.29729,0.13618,-0.071777,-0.17546,0.16157,0.43494,0.49677,-0.13996,0.20881,0.060082,1.5244,-0.35527,0.11821,0.25305,-0.41814,0.43086,0.78253,0.22374,-0.085504,0.048832,-0.12373,-0.085777,-0.45054,0.83774,0.27074,0.30054,0.34936,-0.13872,0.23862,0.1628,-0.10617,0.064244,-0.15367,0.47627,-0.22835,0.42751,-0.58173,0.18403,-0.45462,-0.43686,0.57777,-0.11359,0.049134,-0.35575,0.018891,-0.015472,0.2346,-0.22217,0.066829,0.36791,-0.59149,-0.30371,-0.10289,-0.23999,-0.18978,-0.42278,-0.20996,0.44114,0.022584,0.13696,0.33014,0.64311,-0.31707,-0.50611,0.50791,-0.17458,0.89698,0.13005,2.5864,-0.51407,-0.06489,0.20739,-0.8769,0.32427,-0.41554,-0.024926,-0.47723,0.019372,-0.31487,0.85319,-0.26049,-0.77539,0.51808,0.29153,-0.12644,0.038986,0.1682,0.045178,-0.10601,-0.58813,0.055183,-0.42714,5.2671,0.53733,-1.2017,0.50268,0.11641,-0.090498,0.10924,0.30836,1.6913,0.0024582,0.94571,0.28229,-0.082606,0.36393,-0.53819,0.1839,-0.48455,0.19269,-0.044153,0.18888,-1.0613,0.11955,0.23619,0.088316,0.21825,-0.051812,0.17181,0.034606,0.094405,0.003513,-0.045623,-0.45896,-0.068003,-0.56686,0.27366,0.23832,-0.24089,-0.88452,0.32308,0.57668
TCGA-L7-A6VZ-01A-21-A41X-20,L7,A6VZ,ESCA,Primary,91,0.10397,0.58492,-0.34821,-0.92101,-1.121,-0.39825,-0.53578,-0.73576,-1.5048,-1.1465,0.17856,0.80772,-1.6017,0.54221,-0.64111,-0.31528,-0.35368,-0.54105,0.34349,0.23822,-0.11197,-0.14803,-0.66836,-0.13173,-0.24028,0.070701,-0.22322,0.013334,0.10198,0.3325,0.14435,0.92995,1.1646,0.12979,-0.38485,-0.46789,-0.38307,0.509,0.28016,1.7757,-0.0032274,0.79695,-0.02123,0.23474,-0.3248,-0.50783,0.20534,-0.45475,-0.44338,-0.081228,0.30895,0.16976,-0.57227,-1.5876,-0.57509,-0.4628,-0.20219,0.30613,-0.46682,-0.89966,-0.023863,-1.113,-0.48679,-0.0098153,0.93483,0.49262,-0.45171,0.12573,0.47931,0.21457,0.11218,-0.25863,-0.47272,0.46041,0.17512,-0.25137,-0.51741,0.52982,0.16937,0.62802,-0.21046,-0.1589,-0.24145,-0.29522,-0.70501,-0.14534,0.13711,0.26196,-0.1378,0.34728,-0.64996,0.88873,-0.53647,0.43936,0.26159,0.97632,-1.2994,0.31531,-0.52724,-0.68964,0.18766,0.78669,0.97792,0.18128,0.12427,-0.34455,-0.16535,0.050036,1.1693,-0.90082,0.1126,0.48757,-0.10473,0.061348,-0.13843,0.40651,0.17299,1.2847,1.1602,0.87678,0.36665,-0.26592,0.38887,0.21532,-0.36527,0.66447,0.04983,-0.068887,-0.92697,-0.3408,0.1471,0.02461,-0.11647,0.13843,0.30946,-0.78193,-0.65266,0.15405,0.035737,-0.19017,-0.26779,-0.19875,-0.13386,-0.60962,0.10049,0.55757,0.1709,-1.0669,-1.6638,1.4301,-0.67514,0.38666,0.15825,-0.10944,-1.0825,-0.16058,0.32639,-1.4381,-0.23075,-0.3375,-0.2891,-0.15481,-0.11422,-0.22062,-0.30198,-0.35774,-0.30733,-0.17103,0.35465,-0.39267,-0.16189,-0.0238,0.43518,0.071113,-0.44146,0.59552,-0.37667,1.9633,0.30701,0.23378,0.72626,0.44505,0.044752,0.056095,0.14299,-0.27697,-0.28266,0.17268,0.091309,0.13821,0.048269,-0.4527,0.15638,-0.36861,0.31729,0.1259,0.80199,-0.29264,0.3259,-0.41477,0.0088188,0.45958,-0.38262,-0.1225,0.018661,0.55117,0.013075,0.21976,-0.37601,3.2952,-0.61894,0.38939,0.031627,-0.18699,-0.19427,0.047296,0.43204
TCGA-L5-A4OG-01A-21-A41X-20,L5,A4OG,ESCA,Primary,91,0.13319,0.53051,-0.20602,-0.26296,-1.4524,0.61072,0.9446,-0.68726,-0.97752,-1.0428,-0.38122,0.39182,-1.7444,2.4503,0.21251,-0.52773,-0.34266,-0.29049,-0.2,0.030457,-1.2377,-0.34964,0.2394,-0.15962,0.0035543,0.030224,-0.54589,-0.27511,0.075013,2.9371,0.86284,0.38649,0.78103,0.11083,-0.40863,-0.41609,0.20067,0.4767,0.53121,0.45052,-0.047485,0.42995,0.06183,0.042422,-0.051301,-0.6942,-1.4923,0.02239,-1.6448,0.065673,0.35903,0.092915,0.29693,-1.5058,-0.65906,-0.26308,-0.60701,0.17473,-0.95308,-0.8193,0.18674,0.2657,-1.1062,-0.061857,-0.43965,0.025691,-0.92001,0.35047,0.88701,0.16673,-0.054477,0.070584,-0.71509,0.5307,0.15051,-0.10212,0.34761,0.4541,0.37671,0.56113,-0.3901,-0.021636,-0.4565,-0.57774,-0.43896,-0.0027997,0.3088,0.42268,-0.18726,0.36765,0.74828,0.042821,-0.4638,0.56089,-0.12454,1.4289,-3.3749,0.36454,0.34867,-0.23524,0.25433,0.46366,0.61351,0.027106,0.16393,-0.26796,0.075508,0.2992,0.64915,0.76076,-0.8704,-0.14837,-0.60259,0.064775,-0.15466,-0.11497,0.15963,0.66428,1.9696,0.96778,0.5976,-1.0452,0.3564,0.34936,-0.26729,-0.18485,0.20404,0.20979,0.22255,-0.33622,0.051081,0.066214,-0.14616,0.29872,0.13453,-1.4857,-0.54228,-0.60958,-0.0068732,-0.33657,-0.34091,-0.38413,-1.0522,0.42996,0.16615,0.18068,0.32799,-0.95272,-0.19914,0.26933,-0.50536,-0.14101,1.0867,0.63785,0.0026707,-0.14843,0.14062,-0.65856,0.29244,-0.63608,0.20065,0.063569,0.13376,-0.19331,1.1562,-0.16353,-1.1749,-0.29434,0.27039,0.16063,0.25076,0.013575,0.78905,0.54587,0.33246,0.25635,-0.27358,0.94276,0.13266,-3.5232,-0.11891,0.25858,0.2646,0.2237,0.0050675,1.154,1.0343,-0.29078,0.34712,0.030741,0.6464,-0.82204,0.49931,-0.52136,0.25142,0.17939,0.030729,-0.23233,0.12397,-0.55506,0.62052,0.43021,0.30173,-0.13734,-0.045241,0.17593,0.088298,0.22139,-0.40965,2.6765,0.21147,0.28102,-0.16442,-0.045682,0.64336,0.31335,0.32054
TCGA-IG-A51D-01A-21-A41X-20,IG,A51D,ESCA,Primary,91,0.056316,0.19562,0.12534,-0.0063027,-0.56512,0.36239,0.30865,-0.091016,-0.61711,-0.32719,-0.36087,-0.28551,-1.6959,0.11705,0.099101,-0.69522,-0.52187,-0.52015,-0.61661,-0.0015904,-1.1688,-0.24368,-0.19439,-0.13682,0.3867,-0.024874,-0.4951,0.044491,-0.11916,2.6608,1.761,-0.050239,-0.22424,0.077258,-0.45315,-0.056543,-0.31502,0.52845,-0.20631,-0.37546,-0.097397,0.27058,0.15774,-0.57337,-0.29381,0.32223,-1.2382,-0.73855,-0.36905,0.56359,0.45654,-0.27163,0.047614,-1.7097,-0.81635,-0.12948,-0.10526,-0.15004,-0.43208,-1.0921,0.026701,0.42792,-0.10871,0.14391,-0.42093,0.14668,-0.73529,-0.89512,-0.45047,0.37832,-0.17206,-0.31294,-0.43496,0.2651,0.02083,-0.067323,0.039833,0.61227,0.075333,0.51186,0.039355,-0.13804,-0.28512,0.86006,-0.40732,0.21592,-0.060677,-0.13646,-0.19476,0.17498,1.256,-0.030737,-0.29613,0.48669,0.096869,1.6586,-0.29702,0.074566,0.44774,-0.15513,0.45718,0.80399,0.60812,-0.093307,0.08211,-0.045203,-0.056255,-0.28217,1.8379,0.55599,0.064419,0.80825,-0.40565,-0.11287,-0.30705,-0.0024837,-0.14278,0.051781,0.062656,-0.37108,0.35255,0.13543,0.28433,0.098848,0.25614,-0.070103,-0.20669,-0.37079,0.014509,0.0024202,-0.050195,0.20981,-0.21629,0.090983,0.38605,-0.29385,0.07593,-0.25918,-0.14758,-0.24284,-0.3888,0.094132,0.52191,-0.059693,0.36765,0.28962,-0.1644,-0.96176,0.17047,0.20757,0.0028504,0.058201,-0.03034,3.22,-0.38652,-0.26324,0.17381,-0.45874,0.29282,-0.31453,0.060315,-0.055984,-0.040897,-0.25102,0.12621,-0.0061391,-0.68225,3.7454,0.41192,-0.51792,-0.040135,0.20187,-0.38488,-0.15024,-0.94654,0.27705,0.26425,1.6741,1.4998,-0.68425,-0.64314,0.19408,-0.18401,0.44223,-0.14468,0.32717,-0.019327,-0.030714,-0.092848,-0.27194,0.14967,-0.39863,-0.42494,-0.18581,-0.044838,-0.030801,0.22148,-1.1404,-0.19115,-0.072032,0.23078,-0.015942,0.088242,0.18399,-0.027115,-0.077902,0.098535,0.29794,-0.32339,-0.48312,-0.35466,0.27829,0.087039,-0.13993,0.36759,-0.079738,0.61548
TCGA-M9-A5M8-01A-21-A41X-20,M9,A5M8,ESCA,Primary,91,0.048165,0.34068,-0.23,-0.83686,-2.5335,-0.017213,0.24828,-0.73757,-1.0179,-0.84894,,,,0.60698,0.019203,-1.1302,-0.41928,-0.46586,-0.32992,0.0344,-3.4454,-0.12993,-0.39963,-0.35391,0.046371,0.14241,-0.33939,-0.46057,0.24226,2.2706,0.6552,0.24306,0.52484,0.059292,-0.48726,-0.40354,0.32909,0.82271,0.34803,0.51357,0.27364,0.0017957,0.017593,0.17546,0.27927,-0.98132,-2.1335,0.17661,-1.7882,-0.071125,0.23889,0.23845,0.58356,-1.5471,-0.56908,0.37228,0.10939,0.030639,-2.0656,-0.88398,0.094574,-0.34626,0.8247,0.4327,-0.55981,0.16696,-0.82441,0.22013,0.65374,0.32468,0.10135,-0.47883,-0.96155,0.55046,0.33885,0.51371,0.15705,0.93389,0.15476,0.66479,-0.33126,0.011088,0.10807,-0.050351,-0.093223,-0.10075,0.17636,-0.17496,-0.014961,0.12836,0.76141,0.29706,-1.1177,0.52633,-0.054891,1.0051,-1.6068,0.049273,0.21991,-0.21384,0.36974,0.5487,0.79292,-0.13495,0.10398,-0.28311,-0.44891,-0.084419,1.4044,-0.039142,0.677,-0.057242,-1.2077,-0.1365,-0.027302,0.50068,-0.092928,0.58103,0.64,1.3079,0.77162,-2.413,0.37881,-0.059266,-1.0359,-0.53728,0.064751,-0.10817,0.11254,-0.43233,-0.15319,0.28298,-0.097072,0.21131,-0.23703,-2.7692,-0.5787,-1.6436,-0.036913,-0.096151,-0.22146,-0.23351,-1.5719,0.013842,0.26733,0.046354,0.25845,-1.1867,-1.0487,0.28181,-0.28061,0.67161,0.23687,0.26175,-0.91788,-0.11639,0.48709,-0.48432,0.12563,-0.24459,0.03327,-0.68375,0.19821,-0.045612,0.97505,-0.097012,-1.2658,0.61053,0.35602,-0.22255,-0.33963,0.034862,0.77803,-0.047,0.17297,0.56002,-0.20877,2.3403,0.58628,-1.5461,-1.3515,0.33578,-0.12896,0.16623,0.010432,-0.1722,0.14219,-0.56488,0.12663,-0.040109,0.2017,-1.2834,0.14407,-1.0544,0.094385,-0.21205,0.39689,-0.30105,-0.13107,-1.3352,0.36163,0.20107,0.03921,0.12763,0.027737,0.4132,0.14766,0.31596,-0.8189,0.69229,-0.88114,0.35373,-0.1623,-0.35396,1.0653,0.10306,0.26643
TCGA-IG-A625-01A-21-A41X-20,IG,A625,ESCA,Primary,91,0.10592,-1.0785,0.71459,-1.0446,-2.9976,-0.50293,-0.39653,-0.99373,-0.90002,-0.37086,,,,-0.22727,-1.0028,-0.59736,-0.82371,-0.10865,-0.36699,0.27101,-3.8214,0.14527,-0.71286,-0.18574,0.95386,0.35168,-0.079646,-0.27439,0.51032,-0.19034,3.8954,0.56644,0.54513,1.1283,-0.55878,-0.38083,-0.6602,0.92326,-0.15474,-0.62166,0.78233,-0.45848,0.52984,-0.55051,0.23342,-0.81588,-3.5183,-1.4004,-1.8497,-0.17123,0.09242,0.49562,-0.05352,-1.0794,-0.50691,-0.19077,0.28032,0.6523,-2.0596,-0.77293,0.047389,0.037719,0.080607,-0.0061102,-0.20919,0.49562,-0.023431,-0.85842,0.81308,0.75868,0.42894,-0.069662,-2.2874,-0.22595,0.51842,-0.18641,-0.043362,1.5151,0.13724,1.3,-1.2124,-0.10849,0.72669,0.50738,-0.5827,0.24685,0.56866,0.12397,-0.005911,-0.24926,0.26364,0.30444,-2.8287,1.1374,0.25624,-0.32784,-3.5595,-0.045283,-0.14683,-0.17699,0.50495,1.3625,1.3677,0.18018,0.61268,-0.1623,-1.6234,1.5122,2.7915,-0.70057,-0.89241,-0.98582,-1.1243,-0.066438,-0.4704,0.35998,0.18015,-0.29392,-1.3017,-1.0384,1.2147,-2.851,0.83595,-2.1354,-2.9692,0.30049,-0.39822,0.021331,0.34251,0.011194,-0.17313,0.18273,0.0077893,0.016138,-0.44245,-2.6064,-0.83338,-1.2915,1.7664,0.57527,0.21076,0.64801,-2.1918,-1.5426,1.268,0.31854,0.44128,-0.64234,-0.55567,0.66207,-0.012404,-1.9025,0.30951,-0.64461,-0.056097,-0.053523,-0.13745,-1.3699,-0.041627,0.39867,0.23489,-0.61166,0.28045,-0.063695,0.67213,0.022325,-3.0567,5.9687,0.75187,0.031917,0.053706,0.33413,-0.48324,0.7528,-1.7369,0.20977,0.34862,1.5513,2.7126,-1.228,-1.3073,0.38504,-0.26162,1.4141,0.60484,0.38089,-0.43047,0.17114,0.38241,0.53156,-0.34018,-1.1705,-0.0042806,-1.3032,0.4183,0.42436,0.70108,-1.3516,-0.071645,-1.7986,0.093717,-0.25183,-0.20126,0.5356,0.23032,0.1557,1.3218,0.56798,-1.4507,-0.34994,0.066557,0.62324,-0.0060309,-0.49274,-0.91406,-0.072992,0.99655
TCGA-IG-A5S3-01A-21-A41X-20,IG,A5S3,ESCA,Primary,91,-0.172,-0.3124,0.59303,-0.40759,-0.13454,-0.3781,-0.60403,0.2972,-0.26453,-0.038496,,,,0.28291,-0.061675,0.12471,-0.98545,-0.43605,-0.64095,0.39012,-0.0014217,-0.20411,-0.96093,-0.2442,0.40481,0.033413,-0.44405,-0.235,-0.08339,-0.46622,3.147,0.079424,0.87673,0.66926,-0.36447,-0.0163,-0.13747,0.43323,-0.056828,-1.4384,-0.1492,1.0106,0.46179,-0.73545,-0.049179,-0.23051,-1.3874,-0.94087,-0.867,0.97437,0.6919,0.45474,-0.48228,-1.5966,-0.16184,-0.45608,-0.18321,0.13496,-0.59373,-0.92008,-0.22596,0.25056,0.34676,-0.038155,-0.41601,0.19461,-0.76324,-0.06628,0.49461,0.36311,0.094225,-0.09515,-0.31574,-0.29399,-0.099283,-0.54835,-0.83791,0.66475,0.24491,0.53202,0.13904,0.062206,0.2173,0.16067,-0.27056,0.034585,0.21999,-0.18707,0.038722,-0.31655,0.48616,1.0808,-0.21367,-0.12762,-0.30642,-0.097455,-0.42063,0.45141,-0.12466,-0.15443,0.21513,0.97813,0.78963,0.095517,-0.044457,0.075162,0.06067,0.4609,0.30334,0.11493,-0.32254,-0.8885,-1.0974,-0.080334,0.12666,0.19836,0.045113,-0.3327,-0.8428,-0.5016,0.58401,-0.525,0.23248,-1.3639,-0.35849,-0.068365,0.021495,-0.098508,-0.070471,-0.19481,-0.0024397,0.033599,-0.20685,0.011092,0.30169,0.31071,-0.040434,-0.040554,-0.082641,0.59135,0.13052,-0.0056168,0.047847,-0.50737,0.56698,1.2962,-0.22306,1.1907,0.10079,0.074635,-0.024099,-0.44912,0.13813,-0.38748,-0.31127,0.081777,0.24905,-0.61855,-0.090433,0.049306,0.012153,-0.22216,-0.28608,-0.34581,0.82024,0.23862,0.31392,4.5866,0.80895,-0.13932,0.19059,0.22005,-0.52055,-0.026742,-0.19383,0.09934,0.16563,0.75189,2.8785,0.40795,-0.36819,0.059486,-0.24843,0.6465,-0.27065,-0.79553,-0.80365,0.11483,0.23557,0.054256,-0.045662,-0.51116,0.443,0.16849,0.18771,-0.1865,-0.073008,-1.0302,-0.073826,-0.20339,0.28399,-0.35965,0.40661,-0.25114,0.061753,0.080494,1.1611,0.22274,-0.40008,0.37063,-0.36831,0.38558,0.016295,-0.12716,-0.056765,0.052559,-0.092645
TCGA-Q9-A6FW-01A-21-A41X-20,Q9,A6FW,ESCA,Primary,91,-0.012848,-0.44275,-0.51321,-0.71172,-1.3619,-0.14138,-0.32779,-0.49987,-0.89957,-0.7169,,,,0.034469,-0.97579,-0.60709,-0.71387,-0.038944,-0.095123,0.25064,-0.9948,-0.18655,-0.11577,-0.20137,1.0011,0.10069,0.080474,-0.056387,-0.12486,0.18256,2.5347,0.20665,0.59723,0.28502,-0.61979,-0.39527,-0.36591,0.4978,0.28379,0.40664,0.12092,-1.0774,0.037605,-0.56362,-0.16926,-0.99338,-0.50235,-0.70268,-1.1041,-9.56E-05,0.33632,0.18342,0.094255,-1.4748,-0.56965,-0.073612,-0.99907,0.11835,-0.84617,-0.63872,-0.099229,-0.1874,-0.34406,0.10883,-0.30676,0.069535,-0.83214,0.063655,1.6797,0.39372,-0.20493,-0.098076,-0.55114,0.58316,0.23747,0.045584,0.39779,0.70563,0.16313,0.69731,-0.23738,0.02048,0.023093,-0.17844,-0.58935,0.17711,0.23977,0.34862,-0.076759,0.10513,0.5725,0.26413,-0.9744,0.42526,0.0050751,0.58031,-1.5356,-0.03162,0.13122,-0.083271,0.21367,1.3732,1.3499,0.16308,0.10179,-0.31808,-0.50917,-0.016402,1.1489,-0.71128,-0.23333,-0.002919,-0.61949,0.1863,-0.2627,0.21335,-0.092781,0.19775,0.87846,0.36555,0.57501,-0.51897,0.34038,-0.32373,-0.5743,0.21346,-0.31307,0.040003,0.56946,-0.3274,-0.16011,0.061936,-0.17628,0.20148,0.15772,-1.1605,-0.51746,-0.54682,0.13002,-0.10958,-0.5132,-0.46095,-0.80883,-0.91848,0.57807,0.22389,0.1206,-1.3684,-0.53443,0.083976,0.15561,0.23451,0.3303,1.1801,-0.88474,-0.0171,0.11119,-0.30833,0.11158,-0.45446,0.12346,0.048123,0.084955,-0.16531,1.5659,-0.14416,-1.1343,4.2292,0.76634,-0.33527,-0.13464,0.10548,0.45504,0.71176,-1.0989,0.52106,-0.22925,1.0853,1.5524,-2.0237,0.00063787,0.17859,0.11468,0.53897,0.15208,1.5175,0.054641,-0.19355,0.26121,0.89126,0.56593,-0.70914,-0.095452,-0.82042,0.54028,0.060912,0.61766,-0.40651,0.8087,-0.46463,0.039469,0.15882,-0.29274,0.031877,0.059233,-0.087257,0.14462,-0.0075989,-0.30611,0.51567,-0.4009,0.35241,-0.021491,-0.35122,-0.46159,0.35203,0.3463
