Sample_ID,tissue_source_site,patient_id,Cancer_Type,Sample_Type,SetID,X1433EPSILON,X4EBP1,X4EBP1_pS65,X4EBP1_pT37T46,X53BP1,ACC_pS79,ACC1,AKT,AKT_pS473,AKT_pT308,AMPKALPHA,AMPKALPHA_pT172,AR,ASNS,ATM,BAK,BAX,BCL2,BCLXL,BECLIN,BETACATENIN,BID,BIM,CJUN_pS73,CKIT,CMET_pY1235,CMYC,CRAF,CRAF_pS338,CASPASE7CLEAVEDD198,CAVEOLIN1,CD31,CD49B,CDK1,CHK1,CHK1_pS345,CHK2,CHK2_pT68,CIAP,CLAUDIN7,COLLAGENVI,CYCLINB1,CYCLIND1,CYCLINE1,DJ1,DVL3,ECADHERIN,EEF2,EEF2K,EGFR,EGFR_pY1068,EGFR_pY1173,EIF4E,ERALPHA,ERALPHA_pS118,ERK2,FIBRONECTIN,FOXO3A,GAB2,GATA3,GSK3ALPHABETA,GSK3ALPHABETA_pS21S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK_pT183Y185,JNK2,KU80,LCK,LKB1,MAPK_pT202Y204,MEK1,MEK1_pS217S221,MIG6,MRE11,MTOR,MTOR_pS2448,NCADHERIN,NFKBP65_pS536,NF2,NOTCH1,PCADHERIN,P27,P27_pT157,P38MAPK,P38_pT180Y182,P53,P70S6K1,P70S6K_pT389,P90RSK_pT359S363,PAI1,PAXILLIN,PCNA,PDK1_pS241,PEA15,PI3KP110ALPHA,PKCALPHA,PKCALPHA_pS657,PKCDELTA_pS664,PR,PRAS40_pT246,PTEN,RAD50,RAD51,RB_pS807S811,S6,S6_pS235S236,S6_pS240S244,SHC_pY317,SMAD1,SMAD3,SMAD4,SRC,SRC_pY416,SRC_pY527,STAT3_pY705,STAT5ALPHA,STATHMIN,SYK,TUBERIN,VEGFR2,XRCC1,YAP,YAP_pS127,YB1,YB1_pS102,X4EBP1_pT70,ARAF_pS299,ANNEXINVII,ARID1A,BRAF,BAD_pS112,BAP1C4,BRCA2,CD20,CYCLINE2,ETS1,EIF4G,FASN,FOXO3A_pS318S321,FOXM1,G6PD,GAPDH,GSK3_pS9,HEREGULIN,MYH11,MYOSINIIA_pS1943,NRAS,NDRG1_pT346,P21,P27_pT198,P90RSK,PDCD4,PDK1,PEA15_pS116,PI3KP85,PKCPANBETAII_pS660,PRDX1,RAB11,RAB25,RAPTOR,RBM15,RICTOR,RICTOR_pT1135,SCD1,SF2,TAZ,TIGAR,TRANSGLUTAMINASE,TFRC,TSC1,TUBERIN_pT1462,EPPK1,XBP1,ACETYLATUBULINLYS40,P62LCKLIGAND,X1433BETA,X1433ZETA,ACVRL1,DIRAS3,ANNEXIN1,PREX1,ADAR1,JAB1,CMET,CASPASE8,ERCC1,MSH2,MSH6,PARPCLEAVED,RB,SETD2,SMAC,SNAIL,BRD4,CDK1_pY15,ARAF,BRAF_pS445,BCL2A1,CABL,CASPASE3,CD26,CHK1_pS296,COG3,DUSP4,ERCC5,IGF1R_pY1135Y1136,IRF1,JAK2,P16INK4A,SHP2_pY542,PDL1
TCGA-LN-A4A1-01A-11-A41X-20,LN,A4A1,ESCA,Primary,91,0.0038837,0.72513,-0.36263,-0.014075,-0.83083,0.1098,-0.18038,0.12492,0.64136,0.52327,-0.24294,0.81941,-1.6151,1.6327,-0.64697,-0.32938,-0.60708,-0.53607,-0.49229,-0.042979,-0.048779,-0.067569,-0.2505,0.036129,-0.25601,-0.020176,-0.38868,0.11367,-0.089033,-0.35043,2.4006,-0.15515,1.3935,0.073659,-0.43829,-0.094946,-0.23363,0.34184,-0.058541,-0.71073,-0.062843,1.2231,0.30017,-0.39015,-0.23787,0.37709,-1.1506,0.42031,-0.082391,1.2354,0.81785,0.23268,-0.19358,-1.7655,-0.47908,0.063807,1.5322,-0.093162,-0.7099,-0.98927,0.25931,0.16795,-0.45277,0.051048,-0.49038,0.35311,-0.36128,-0.13188,-0.89983,0.5169,0.30792,0.24243,-0.47367,0.12675,0.066546,0.53134,0.49583,0.58072,0.36335,0.43274,-0.2729,-0.2589,0.17541,0.20152,-0.40127,-0.065618,0.12434,-0.34122,-0.082336,0.015251,0.38993,0.34521,-0.29634,0.14803,-0.090168,3.4886,-0.049068,0.43689,0.047175,0.34552,0.38567,0.45789,0.19485,-0.26237,-0.011054,-0.011751,-0.20454,-0.11874,0.92031,-0.19525,-0.50613,0.36019,-0.32494,0.031383,0.0073252,0.068675,-0.19698,-0.3776,-0.056063,0.040839,-0.0029203,-0.40842,0.37187,-0.33278,-0.2706,0.036809,-0.57755,-0.095802,0.067859,0.12772,0.18503,0.031917,-0.15851,0.13919,0.19449,-0.42125,-0.076209,-0.4791,-0.20033,-0.27689,-0.22492,-0.21624,0.31979,0.52718,0.27186,0.4993,0.40979,1.647,0.55894,0.26968,0.24361,-0.14246,0.16475,2.4572,-0.60523,0.025088,0.35154,-0.74537,-0.052039,-0.096666,0.07014,-0.39549,0.10251,-0.25335,0.17118,0.077076,-0.45831,3.9387,0.68444,-0.086409,-0.15187,0.41801,-0.26523,0.24095,0.53662,0.16125,-0.24298,0.14031,0.17922,-0.16089,-0.33931,-0.0062739,0.61646,0.38531,-0.063889,1.341,-0.37745,-0.020206,0.18408,-0.28202,-0.10646,-0.62701,-0.17881,0.23791,-0.21152,-0.24688,0.51694,-1.0772,-0.11355,-0.44441,-0.13438,0.10163,0.13816,0.15921,0.13588,0.097011,0.51568,0.12065,-0.18218,-0.37345,-0.33788,0.31773,0.42217,-0.36427,-0.67209,0.3316,0.20167
TCGA-LN-A4A2-01A-41-A41X-20,LN,A4A2,ESCA,Primary,91,0.20429,0.76843,-0.2415,-0.60659,-1.3643,0.33383,0.83066,-0.56302,-0.45088,-0.50543,-0.13092,0.52809,-1.315,0.58947,-0.7897,-0.36357,-0.29524,-0.3871,-0.39398,-0.17696,-1.0436,-0.038176,0.053729,-0.42927,-0.033507,0.16848,-0.36397,-0.17154,0.21113,0.0014239,2.3304,0.36658,0.92674,-0.067534,-0.35478,-0.43669,-0.20194,0.62191,0.29731,-0.50888,-0.0058891,1.0816,-0.063871,-0.36215,-0.070583,0.18931,-1.6415,-0.071594,-1.3572,0.26909,0.058508,0.15064,0.21622,-1.5966,-0.61661,0.054166,2.3274,0.045279,-1.2451,-1.0164,0.34528,-0.20939,-0.99992,-0.2477,-0.19188,0.35719,-0.48432,0.42525,-0.20033,0.25562,0.052502,-0.33185,-0.75327,0.20728,0.30005,-0.45252,0.85708,0.84796,0.17214,0.70192,-0.4482,-0.52271,-0.19022,-0.34135,-0.30142,0.47115,0.14723,-0.13867,-0.069706,0.23762,0.18377,0.65352,-1.0034,0.19021,-0.18683,2.6977,-2.5824,0.38544,0.089891,0.21996,0.44526,0.79567,0.82835,-0.16674,0.15035,-0.31129,-0.75799,-0.27658,1.2533,-0.38716,-0.56961,-1.0764,-1.6447,-0.04545,0.3545,-0.010097,0.10342,0.33548,-0.23561,-0.55204,-0.0016332,-1.6644,0.46651,0.019982,-0.39474,0.29936,0.069945,0.10646,-0.11324,0.057767,-0.13382,0.055156,-0.15349,0.17199,0.2685,-0.69804,-0.5914,-0.60121,-0.10916,-0.12364,-0.076901,-0.46377,-0.39201,0.88185,0.26174,0.33949,0.94969,-0.014067,-0.23761,1.0359,-0.35017,0.38392,0.33565,0.61645,-1.1791,-0.2741,0.14121,-1.8748,0.079507,-0.53464,0.093522,-0.81684,0.16619,-0.31833,0.14682,-0.14071,-1.7434,0.3327,0.56761,-0.08862,-0.12475,0.85515,-0.20889,0.0027162,0.33161,0.44914,-0.25329,1.0228,0.36524,-0.9682,-0.37015,0.1744,0.14202,0.51081,0.42924,2.0693,0.075087,0.18036,0.41521,-0.16633,-0.088921,-0.80604,0.31578,0.018256,0.084032,0.02301,0.34313,-0.74871,-0.014185,-0.31843,0.27776,0.28742,0.15357,0.011634,0.15274,0.22287,0.078492,0.11531,-0.85346,0.10228,-1.0243,0.388,-0.12852,-0.49471,-0.65278,0.021557,0.45092
TCGA-LN-A49X-01A-41-A41X-20,LN,A49X,ESCA,Primary,91,0.13798,-0.9066,-0.34328,-0.7352,-2.2113,-1.0171,-1.0197,-0.24552,-0.05075,-0.38274,-0.1404,0.53449,-1.4319,0.39079,-0.26587,-0.14313,-0.38643,-0.055178,-0.17014,-0.038852,-2.7655,0.3409,-0.28982,-0.26324,0.24702,0.21869,-0.092069,-0.20887,0.54247,1.0218,2.4396,0.26606,0.079339,0.17561,-0.73681,-0.47189,-0.78661,0.9656,-0.034507,-1.3731,0.056071,-1.4246,0.55045,-0.44719,0.2839,-0.77339,-3.6684,-0.36128,-1.3351,0.33626,-0.058413,0.40085,0.11028,-1.1865,-0.63781,0.031079,2.0209,0.14858,-1.2462,-1.018,0.17739,-0.056446,-1.003,0.10619,-0.55124,0.36438,-0.11012,-0.83481,0.039374,0.43331,1.0361,0.06957,-2.0226,0.54378,0.53667,1.1752,0.29625,1.2927,0.28285,1.1869,-0.88899,-0.18829,0.53373,0.50588,-0.60126,0.18218,0.18384,0.076979,-0.1107,0.48184,0.63178,0.47962,-1.8268,0.89556,0.23065,2.1089,-2.545,-0.17945,0.037404,0.64173,0.26692,0.95227,1.0579,0.026025,0.49326,-0.23165,-0.98871,0.33663,2.6331,-0.82511,-1.9312,-0.31788,-1.0666,-0.18379,-0.16618,0.13421,0.032018,-0.27061,-1.6324,-0.34724,0.30511,-1.2449,0.76549,-0.70816,-1.3911,-0.0035399,-0.45765,-0.036998,0.30387,-0.18172,-0.0017059,0.29029,-0.10652,0.18719,-0.13263,-1.8115,-0.63503,-1.5837,0.78328,0.052838,-0.37042,-0.1299,-0.71823,-1.2209,0.65305,0.37006,0.45937,-1.0388,-0.55071,0.50027,0.33875,-0.24066,0.25707,-0.11287,-0.83382,0.073777,-0.16607,-1.0112,0.079731,-0.1535,0.34207,-0.1585,0.16243,-0.10997,-0.49678,-0.079722,-2.0903,5.1007,0.81586,0.18331,-0.61366,0.59573,-0.1982,0.057904,-0.95426,0.22341,-0.13158,-1.2116,0.64782,-1.5821,-1.1803,0.46012,-0.061114,0.94278,0.4698,0.66012,0.64225,-0.18885,0.18876,-0.29456,0.0088294,-0.94986,-0.22709,-1.2746,0.024803,0.050113,0.50295,-1.1852,-0.24809,-1.4165,0.098065,0.28219,0.086299,0.41745,0.13921,0.02275,0.65607,0.44314,-1.063,-0.27322,-0.89703,0.54979,-0.051397,-0.59359,-0.14532,-0.071695,0.61391
TCGA-LN-A4A5-01A-41-A41X-20,LN,A4A5,ESCA,Primary,91,0.28987,0.84619,-0.13155,-0.6106,-0.49714,0.73532,0.88699,-0.16833,-1.2343,-1.2679,-0.25817,0.7609,-1.3023,0.072606,0.010102,-0.22547,-0.47195,-0.54742,-0.44907,-0.0093923,-0.17433,-0.21548,-0.2949,-0.16862,0.045817,0.0359,-0.38076,0.023412,0.27777,1.3991,1.7607,0.058115,0.68661,0.15615,-0.30718,-0.32906,0.050523,0.61261,-0.047985,-0.1482,-0.11909,0.92925,-0.10026,0.025316,-0.40541,0.54719,0.15888,-0.051802,0.95879,0.95336,0.37486,0.228,0.0061636,-1.6437,-0.63203,-0.14873,1.147,0.19771,-0.75903,-0.91243,0.34036,-0.65727,-0.18951,0.13253,-0.1657,0.14164,-1.1423,0.10469,0.25477,0.95296,-0.19495,-0.25937,0.1263,-0.1239,0.15521,-0.37173,0.60013,0.43369,0.11294,0.56377,-0.35233,-0.3369,-0.26449,0.0097228,-0.47699,0.23872,0.21573,-0.054869,-0.13404,0.33056,-0.40198,0.39606,-0.014581,0.30177,-0.1163,2.6866,-0.080393,0.20713,0.023842,-0.20261,0.53148,0.35611,0.45514,-0.16496,0.22497,-0.38477,0.17423,-0.34202,1.2873,-0.4308,-0.52776,-0.68707,-1.0023,0.060867,0.040374,-0.096028,0.069915,0.091611,-0.23897,-0.41867,0.37677,-0.10895,0.38711,-0.49828,-0.13857,0.30961,-0.04655,-0.020135,-0.067446,-0.067378,-0.12918,0.025471,-0.14506,0.048414,0.31243,-0.73653,-0.20343,-0.088707,-0.16491,-0.092858,-0.26824,-0.39286,0.82384,0.4613,0.24325,0.71485,0.40987,-0.97736,-1.1165,0.29665,-0.33176,-0.30906,0.21886,0.52483,-1.1195,-0.16092,0.45414,-1.0687,0.13725,-0.63302,-0.14001,-0.65207,-0.023193,-0.33573,0.089952,-0.3264,-0.62145,0.56087,0.348,0.16081,0.018037,0.27487,-0.14905,-0.084143,-0.012513,0.52728,-0.27439,2.3394,0.73491,-0.32207,-0.39442,0.16261,-0.11353,0.090163,0.52317,0.30877,0.032935,0.61591,0.27068,0.03509,-0.0019502,-0.58513,0.62376,0.21204,0.23814,0.15343,0.22197,-1.0135,0.10446,0.024746,0.34502,0.11084,-0.30828,0.058154,0.17946,0.14739,0.063727,0.17352,-0.10006,-0.11698,-0.57911,0.37708,0.34216,-0.3183,-0.67488,0.068851,0.36131
TCGA-LN-A49O-01A-21-A41X-20,LN,A49O,ESCA,Primary,91,0.31149,1.0057,-0.015757,-1.9168,-0.39961,-0.72553,0.33033,-0.069692,-1.0347,-1.0953,-0.32701,-0.030305,-1.176,0.73679,0.11938,0.078996,-0.53473,-0.47654,-0.45375,-0.086489,-1.1936,-0.32831,0.063507,-0.31591,-0.36134,-0.0088135,-0.55465,0.043679,0.2048,2.9193,2.7714,0.063542,0.39214,0.42957,0.17658,-0.46374,-0.21282,0.4458,0.59943,-0.71444,-0.097842,2.4299,-0.16217,0.2368,-0.3586,0.59185,-0.46996,0.24549,1.0362,1.333,0.50743,0.1488,-0.11162,-1.6314,-0.34712,-0.15699,-0.37252,0.063334,-1.016,-0.83121,0.58802,-1.7881,-0.54016,-0.24049,-0.70181,0.49119,-1.1229,0.39385,1.2617,0.7589,-0.12595,0.05086,0.1142,0.23094,0.045666,-0.65086,0.87014,0.10755,0.23629,0.38696,0.15933,-0.35726,-0.29895,-0.69311,-0.48821,0.65602,0.11086,-0.34758,-0.070001,-0.0823,-1.77,0.49307,0.38968,0.26595,-0.15015,3.0529,0.77032,0.55696,0.53335,-0.35957,0.37029,0.24059,0.017197,-0.25849,0.20005,-0.43981,-0.67156,-0.082672,0.87114,-1.392,0.14764,-1.558,-1.8981,-0.061582,0.19033,0.036819,0.23327,0.01413,-0.96096,-2.3626,-0.020819,-0.19973,0.36534,0.1822,0.45943,0.9128,-0.010399,0.3182,-0.88675,-0.28978,-0.25246,-0.12917,-0.011475,0.63183,0.3273,-0.514,-0.8098,0.024748,0.17188,-0.13314,0.27257,0.20701,0.72956,-0.21792,-0.2037,1.3599,0.060632,-0.054512,-2.1569,1.4402,-0.9996,-0.54106,0.20271,0.61804,-1.1968,-0.21471,0.74238,-2.6276,0.491,-0.61587,-0.10261,-1.1365,-0.032542,-0.36108,-0.93689,-0.12137,-0.72438,0.037882,0.096849,-0.055144,-0.12605,0.071858,0.34694,0.015134,0.054647,0.40305,-0.36048,7.1712,0.095269,-1.8916,0.7467,0.1995,0.066145,0.48444,0.13255,2.7297,-0.17022,0.50629,0.22921,-0.055381,-0.55215,-0.17985,0.81721,0.60341,0.13797,0.085584,0.20298,-0.61327,-0.17285,-0.13679,0.010114,0.67949,-0.42738,0.030657,0.13075,0.26401,0.10302,0.22504,-0.076662,0.77954,-0.4369,0.35751,0.65508,-0.022848,-0.93059,0.066835,1.3996
TCGA-LN-A49Y-01A-21-A41X-20,LN,A49Y,ESCA,Primary,91,0.050555,1.6347,0.11459,1.3638,0.071695,0.15528,0.050077,-0.52979,-1.2426,-0.985,-0.40558,0.2392,-0.95568,2.879,0.29597,0.34088,-0.93759,-0.45131,-0.49914,-0.10366,-0.52105,-0.48389,-0.43014,0.20457,0.51546,0.00084873,-0.5502,-0.34887,0.22929,-0.38861,-0.32549,-0.0059881,0.96611,0.084973,0.11066,-0.088131,0.11023,0.62481,0.12608,0.88511,-0.31641,1.2761,-0.24197,-0.66857,-0.46152,1.0242,0.12449,-0.10676,0.69546,3.2823,4.2384,1.4535,-0.00096838,-1.6611,-0.22079,-0.64264,-0.40644,0.095695,-0.65686,-0.73451,0.023399,-0.36942,-0.20884,1.3684,0.0014912,-0.0037844,-1.0493,1.7168,-0.28043,0.35708,0.068111,-0.44491,0.84931,-0.40833,-0.017721,-0.54187,0.053323,0.20094,0.12896,0.43796,0.038883,-0.54547,-0.55022,0.1053,-0.36222,-0.043705,0.22391,-0.26395,-0.037282,-0.31939,0.74696,0.99203,0.052771,0.52173,0.07657,-0.23471,-0.99676,-0.01911,0.015416,-0.90605,0.68138,0.046614,0.32948,-0.17717,0.045177,0.027134,0.082176,0.12574,0.70367,0.68149,0.53695,0.45678,0.29378,0.30658,0.66595,0.22742,0.21911,0.13804,0.49869,-0.10599,-0.090248,-0.64403,0.27395,-1.061,-0.31199,-0.36627,0.16079,-0.073192,-0.32658,-0.31127,0.0046351,0.50231,-0.039048,-0.016046,0.60411,0.30833,-0.25863,0.51626,-0.37672,0.074639,0.09703,-0.64077,0.79357,-0.22617,0.090581,0.86089,0.044537,-1.99,-1.0003,0.27405,-1.037,0.14888,0.097915,1.8133,-1.2412,0.0042451,0.31709,0.039402,0.090047,-0.73966,0.0078007,-0.61807,0.0077966,-0.37595,0.65243,0.33394,0.13139,-0.46008,0.011948,0.052057,0.097635,-0.081443,-0.28131,-0.56969,0.79135,0.37304,-0.13723,-2.2224,0.43035,-1.6911,0.25421,0.02276,-0.38587,-0.020348,0.0013004,-0.13467,-0.79733,0.42514,0.17346,0.056557,-0.026802,-0.19061,1.5115,1.2395,0.25736,0.50726,0.23052,-0.60956,0.021463,0.70352,0.17106,0.19492,0.29851,-0.3006,-0.026142,0.3492,-0.34542,0.16295,-0.067907,-0.23874,-0.75009,0.18104,0.05836,-0.072586,-1.0329,0.99635,0.071992
TCGA-LN-A49P-01A-21-A41X-20,LN,A49P,ESCA,Primary,91,0.1548,-0.1955,-0.17786,-0.46688,-0.28614,-0.12873,-0.26554,0.059587,-1.2752,-1.1564,-0.063798,0.77406,-0.54793,0.3548,0.72415,-0.36136,-0.5073,-0.14497,-0.42142,-0.026395,-0.79705,-0.32467,0.12458,-0.18909,-0.070103,0.026132,-0.42123,-0.17769,0.36507,1.6121,1.8447,-0.15415,0.30444,0.42504,-0.39068,-0.28179,0.20634,0.50869,0.1931,0.93144,0.047575,0.27584,-0.079496,1.1975,-0.27101,0.15202,-0.02037,-0.72125,-0.41609,0.20167,0.17735,0.097755,-0.11503,-0.78933,-0.41813,-0.026897,-0.2586,-0.0041879,-0.44277,-0.75316,-0.28721,-0.85301,-0.37464,-0.106,0.079431,-0.14161,-0.81151,0.19221,0.55146,0.71344,-0.16915,0.19238,0.39018,0.6925,0.13578,-0.43977,0.37027,0.37796,0.089691,0.44597,-0.064693,-0.20039,-0.60666,0.347,-0.14281,0.28194,0.054558,0.22512,-0.10603,0.031997,-0.34201,-0.14746,-0.33766,0.31755,-0.24767,-0.10396,-0.51197,-0.085923,0.14364,-0.16643,0.50593,0.76211,0.86901,-0.016536,0.25955,-0.20834,-0.057355,-0.0034985,1.0222,-0.72216,-0.019668,-1.0323,-1.3162,-0.066355,0.035717,0.1367,-0.013935,0.40117,-0.49729,-0.51626,0.56583,0.20913,0.27471,0.51971,0.32097,-0.47762,-0.15748,-0.13813,0.0077475,-0.33373,-0.28209,0.041021,-0.10995,0.26018,0.25437,-0.29094,-0.10126,0.23499,0.081647,0.05536,0.024738,-0.53666,-0.020207,-0.66088,0.44,0.45759,1.2202,-1.5544,-1.325,0.17239,0.036837,-1.3864,0.098879,1.6776,-1.1178,-0.15091,0.10526,-0.58477,0.12934,-0.63989,0.10192,-0.3962,0.33124,-0.40109,0.58959,-0.24036,-0.17492,3.0322,0.13519,-0.35883,-0.039256,0.0013751,-0.3793,0.51807,-1.3589,0.24539,-0.01105,3.5504,0.79905,-0.10052,0.21178,0.11399,-0.26552,0.46397,0.19329,1.3477,0.38257,0.057288,0.10831,-0.050511,0.047917,-0.3799,0.67184,0.21673,0.095589,-0.097979,0.72664,-0.5781,-0.089175,0.040053,0.16292,0.28669,-0.10656,-0.15208,0.066306,0.10552,0.077872,0.15082,0.043917,-0.19096,-0.4852,0.20217,0.48003,0.13859,-0.73159,-0.11485,0.55735
TCGA-LN-A4A3-01A-21-A41X-20,LN,A4A3,ESCA,Primary,91,0.15772,-0.7227,-0.35587,-0.38987,-2.0073,-0.59393,-0.29309,-0.8294,-0.07929,-0.38,-0.21284,-0.10392,-1.1925,0.20882,0.043738,-0.79206,-0.3786,-0.13958,-0.30596,0.14047,-3.3981,0.21034,-0.15493,-0.12714,0.6495,0.22037,0.052961,-0.044059,0.8796,0.37066,2.1094,0.56034,-0.056744,0.3958,-1.006,-0.57625,-1.1555,1.1801,-0.0035527,-1.1519,0.73164,-0.78767,0.48852,-0.47155,-0.082954,-0.98779,-3.7806,-0.60257,-1.7358,0.44972,0.37351,0.51537,0.082664,-0.96906,-0.85126,-0.099212,0.61526,0.29288,-1.6571,-1.0943,-0.016372,0.14168,-0.75713,0.23743,-0.34855,0.20483,0.33238,-1.2456,0.50007,0.65515,0.38451,-0.39876,-2.1741,0.56977,0.72849,1.5332,0.36858,1.3579,0.24843,1.2112,-0.76131,-0.10822,0.60355,0.44369,-0.85307,0.28004,0.23449,0.12671,-0.07028,0.28112,0.86821,0.29677,-1.8267,1.046,0.32301,2.7676,-2.4201,-0.012457,0.10227,-0.074699,0.42234,0.9411,0.32575,-0.021631,0.51134,-0.13986,-1.4765,0.082385,2.7797,-0.88916,-2.4914,-1.4218,-2.9921,-0.026478,-0.1652,0.24767,0.016591,0.018027,-0.55896,0.058471,0.59594,-1.4225,0.90434,-0.82021,-1.3093,-0.16321,-0.27731,0.13409,0.62352,-0.22697,-0.10976,0.24315,-0.076854,0.25106,-0.085451,-1.6002,-0.53094,-2.147,0.48596,0.16913,-0.29831,0.20845,-1.1556,-0.8329,0.55583,0.24407,0.69604,-1.2624,-0.49533,0.4044,0.30019,0.014417,0.36654,0.9323,-0.96516,-0.15434,-0.27951,-0.64629,0.12841,-0.6047,0.42759,-0.46423,-0.00018521,-0.16751,-0.82841,-0.063981,-3.3048,3.9177,0.81893,-0.57732,-1.2341,0.36744,-0.21333,0.44028,-1.7079,0.56786,0.042681,-1.9268,1.5771,-2.2679,-1.8102,0.55043,-0.21963,0.73985,0.43092,1.4903,0.62079,-0.30064,0.18161,-0.16237,-0.41512,-1.2479,-0.16183,-1.6376,0.062893,0.10629,0.57961,-1.2527,-0.33912,-1.3917,-0.043703,0.23741,0.017165,0.49631,0.016468,0.084709,0.51092,0.50312,-1.2074,-0.20811,-1.3702,0.58022,0.1126,-0.86992,0.2732,0.26855,0.75237
TCGA-LN-A49K-01A-21-A41X-20,LN,A49K,ESCA,Primary,91,-0.011511,0.20917,-0.39462,-0.03114,-0.37148,-0.24541,-0.20709,-0.39729,-0.32271,-0.2499,-0.45617,0.30476,-1.2236,0.76932,1.525,0.32904,-0.49028,-0.2893,-0.48023,0.097807,-0.32868,-0.43328,0.12362,0.014653,-0.28327,-0.026968,-0.44371,-0.10885,0.046475,0.99169,-0.022237,0.36789,0.65405,0.3927,-0.33706,-0.13273,0.52326,0.65126,0.083616,0.00028835,-0.50023,1.2173,-0.04601,0.84781,-0.53016,-0.48065,-0.073816,-0.40026,-0.34058,0.29149,0.40021,-0.017228,-0.38689,-1.2845,-0.40648,-0.47771,-0.38903,0.29462,-0.7099,-0.73163,-0.079293,-0.18619,-1.0024,-0.26651,-0.17365,0.031751,-0.51374,-0.28833,0.31141,0.18582,-0.12237,-0.51683,-0.39254,0.53806,0.08269,-0.098501,-0.7419,0.44944,0.13278,0.55854,-0.44511,-0.48306,-0.11567,-0.049302,-0.29458,0.14626,0.16373,0.10753,-0.041124,0.014881,0.24293,0.28266,-0.37373,0.17131,0.01748,0.35739,-1.3445,0.675,0.037119,-0.61472,0.64862,-0.11072,-0.16582,-0.061457,-0.089465,-0.10201,-0.021171,0.019001,1.6046,0.37267,0.48852,0.9523,-0.010178,0.40174,0.10512,-0.32283,0.10375,-0.050837,0.77783,-0.67269,0.1527,-0.53707,0.091322,0.32966,-0.3592,-0.14722,0.093739,-0.11146,-0.15205,-0.3098,-0.0096936,0.029741,-0.22277,0.15194,0.33264,-0.63753,-0.18683,0.40855,-0.53167,-0.017449,-0.20573,-0.55724,0.35532,0.070445,0.11666,1.0258,1.4598,-0.95322,-0.18312,0.74899,-0.090782,0.085925,0.19933,2.3746,-1.0002,0.40657,-0.1767,0.27002,-0.044697,-0.80554,-0.21233,-0.36892,0.1811,-0.33523,0.65899,-0.36216,-0.17267,1.5579,0.35406,0.068526,0.12332,-0.10529,-0.34774,-0.23109,0.80629,0.17261,-0.24791,1.8953,0.62339,-1.0486,0.58204,0.018377,0.23414,0.087346,-0.51847,0.62548,-0.1045,1.1629,0.41929,-0.083843,-0.45396,-0.2802,0.96414,0.37236,0.60697,-0.19246,0.47197,-0.72595,0.17464,0.33502,0.44544,-0.013414,-0.0049089,-0.091243,-0.039149,0.12069,-0.2967,0.15201,-0.38198,0.21442,-0.6371,0.31107,-0.076,-0.20853,-0.40084,0.20852,1.1545
TCGA-LN-A49R-01A-21-A41X-20,LN,A49R,ESCA,Primary,91,0.18956,0.24716,-0.58607,-1.2286,-0.49172,0.029676,0.094055,-0.85009,-1.0881,-1.1855,-0.25677,0.52272,-1.2099,1.039,-0.82293,-0.023888,-0.59732,-0.24733,-0.36279,0.18614,-1.1453,-0.40882,0.1356,-0.17256,-0.23269,0.046794,-0.39513,-0.078224,-0.15773,1.2371,0.84325,0.36042,0.39878,0.37197,-0.22728,-0.38933,0.014642,0.50119,-0.0071665,0.85427,-0.11658,0.84372,-0.092242,0.38845,-0.29035,0.027964,-0.70988,-0.025484,0.23813,0.45855,0.58917,0.050406,-0.12104,-1.3541,-0.43372,-0.30223,0.6878,0.36092,-0.57295,-0.57196,-0.030723,-1.0295,-0.78469,-0.27692,0.15255,-0.030773,-0.60623,0.42664,0.48756,0.46794,-0.10634,-0.16519,-0.1708,0.27769,0.11161,-0.3747,0.6172,0.35663,0.19742,0.48279,-0.056473,-0.37159,-0.46137,-0.15016,-0.72677,0.30694,0.18362,0.14882,-0.090903,-0.062154,-0.8301,0.33623,-0.29614,0.35791,-0.087615,1.6315,-0.65385,0.53131,0.17286,-0.21181,0.4825,0.3132,0.24991,-0.017399,0.1323,-0.24103,-0.15953,-0.2122,1.4465,-0.38996,0.17611,-0.0022701,-0.64445,0.26753,-0.040316,-0.092826,0.19431,0.1084,-0.27561,-0.98357,-0.1513,-0.45928,0.23503,0.11999,-0.18662,-0.32961,0.069049,-0.2995,-1.0044,-0.2212,-0.041074,-0.082339,-0.1093,0.085848,0.34587,-0.73412,-0.61688,0.25124,-0.054476,0.074453,-0.029084,-0.3546,0.51008,0.38785,0.044511,0.82766,1.1267,-0.3352,-1.1054,0.52004,0.17829,0.18548,0.32851,0.451,-1.0237,0.10241,0.30716,-1.3293,0.098958,-0.74589,-0.057415,-0.56279,0.65268,-0.36733,0.29185,-0.25824,-0.53891,2.1146,0.25111,-0.0037583,0.043148,0.4238,-0.1193,0.20463,0.48644,0.012587,-0.32502,2.7419,1.1649,0.044416,0.2877,0.10106,-0.049805,0.27497,-0.0031218,1.1457,0.16258,0.98319,0.56848,-0.031057,-0.09494,-0.20628,0.67768,0.10079,0.26359,-0.047645,0.27021,-0.73668,0.20228,0.14374,0.25704,0.19038,-0.42612,-0.054166,-0.046452,0.1706,-0.023311,0.082941,-0.31449,0.09744,-0.64938,0.31979,0.15248,-0.27273,0.5012,0.13969,0.91858
